CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,row_num
8050,1134.988498,1.0,935.04,540.81,394.23,996.543937,0.916667,0.5,0.75,0.5,15,20,4000.0,298.878026,235.549018,0.0,12,5445
2352,2517.38247,1.0,320.0,320.0,0.0,2357.815693,0.166667,0.166667,0.0,0.5,5,2,2500.0,552.896593,978.223,0.0,6,5447
5917,5086.333429,1.0,548.89,548.89,0.0,7298.31132,0.166667,0.166667,0.0,0.5,11,3,8500.0,7327.589749,1146.630327,0.0,12,5449
6843,788.425212,1.0,94.38,32.08,62.3,1461.675329,0.166667,0.083333,0.166667,0.5,10,3,2500.0,1593.278155,401.341447,0.0,12,5451
7626,1276.491537,0.833333,65.8,65.8,0.0,4422.783845,0.166667,0.166667,0.0,0.5,6,2,2500.0,3533.025919,474.861178,0.0,6,5453
4480,124.292939,1.0,155.0,155.0,0.0,812.350168,0.1,0.1,0.0,0.5,5,1,2500.0,1374.631056,89.92398,0.1,10,5455
995,4677.242936,1.0,125.0,0.0,125.0,2406.229924,0.583333,0.0,0.5,0.5,6,10,5000.0,1087.866649,1092.737436,0.0,12,5457
5663,5432.113514,1.0,793.1,793.1,0.0,6245.023709,0.583333,0.583333,0.0,0.5,15,13,10000.0,1261.909483,1290.536388,0.0,12,5459
8427,632.807858,1.0,453.91,318.91,135.0,927.939586,0.583333,0.333333,0.25,0.5,8,8,6000.0,350.387978,228.165965,0.0,12,5461
584,2115.602918,1.0,320.0,0.0,320.0,2033.14898,0.833333,0.0,0.75,0.5,17,10,3000.0,1260.004919,754.052041,0.0,12,5463
1485,3790.914663,1.0,2655.68,1607.63,1048.05,6263.883768,0.833333,0.333333,1.0,0.5,11,111,8300.0,6173.165264,1192.462873,0.083333,12,5465
4614,7698.663007,1.0,673.15,574.28,98.87,6076.961711,0.833333,0.25,0.75,0.5,8,14,12000.0,1907.16983,2144.047631,0.0,12,5467
5791,8625.355309,1.0,1945.95,0.0,1945.95,8004.403258,0.833333,0.0,0.833333,0.5,15,50,12000.0,3732.923009,3577.000998,0.0,12,5469
5864,924.170798,1.0,1663.77,1663.77,0.0,3718.276337,0.833333,0.833333,0.0,0.5,11,21,3000.0,4201.694496,307.53747,0.2,12,5471
1213,3987.467435,1.0,146.53,45.0,101.53,2665.355738,0.416667,0.083333,0.25,0.5,8,6,6000.0,1316.698331,1252.705624,0.0,12,5473
4206,3646.30636,1.0,594.88,133.9,460.98,3281.891728,0.416667,0.166667,0.333333,0.5,15,9,9000.0,732.79341,1135.596349,0.0,12,5475
7648,857.256959,0.909091,636.84,484.2,152.64,2224.941246,0.416667,0.166667,0.166667,0.5,11,7,3000.0,443.001353,301.273706,0.0,12,5477
8285,2285.655394,0.9,3648.73,2517.43,1131.3,2034.664095,0.9,0.9,0.6,0.5,7,46,7000.0,586.67656,558.834333,0.0,10,5479
8694,1432.326731,0.625,0.0,0.0,0.0,3771.115165,0.0,0.0,0.0,0.625,15,0,5000.0,138.855523,531.19984,0.0,8,5481
8064,898.429424,1.0,495.7,495.7,0.0,1526.89916,0.5,0.5,0.0,0.625,23,4,1200.0,1477.267198,859.154662,0.0,8,5483
461,7302.672686,1.0,0.0,0.0,0.0,10762.70776,0.0,0.0,0.0,0.75,19,0,9000.0,3824.308564,2214.506825,0.0,12,5485
1300,3619.986054,1.0,0.0,0.0,0.0,1483.6368,0.0,0.0,0.0,0.75,17,0,13000.0,942.812569,920.525945,0.0,12,5487
2165,4099.755913,1.0,0.0,0.0,0.0,4933.666708,0.0,0.0,0.0,0.75,14,0,12000.0,3005.016513,929.740389,0.0,12,5489
3941,7287.084204,1.0,0.0,0.0,0.0,6605.075695,0.0,0.0,0.0,0.75,24,0,7500.0,4293.062891,5255.006819,0.0,12,5491
4651,1389.085585,1.0,0.0,0.0,0.0,2773.573526,0.0,0.0,0.0,0.75,14,0,2000.0,2100.404477,353.421122,0.0,12,5493
5312,3007.093879,1.0,0.0,0.0,0.0,2374.346946,0.0,0.0,0.0,0.75,31,0,3500.0,878.602529,734.58611,0.0,12,5495
5664,1575.327024,1.0,0.0,0.0,0.0,1903.985872,0.0,0.0,0.0,0.75,21,0,3500.0,628.807815,323.958821,0.0,12,5497
6322,7215.745096,1.0,0.0,0.0,0.0,3682.382663,0.0,0.0,0.0,0.75,14,0,12000.0,1946.227099,1782.085048,0.0,12,5499
6532,1356.785114,1.0,0.0,0.0,0.0,1397.221909,0.0,0.0,0.0,0.75,23,0,2500.0,461.602976,519.466863,0.0,12,5501
6660,6456.515148,1.0,0.0,0.0,0.0,3802.386718,0.0,0.0,0.0,0.75,17,0,7500.0,2640.103648,1789.614843,0.0,12,5503
7089,7337.853622,1.0,0.0,0.0,0.0,3889.579805,0.0,0.0,0.0,0.75,21,0,9000.0,2526.186156,2075.774372,0.0,12,5505
448,2881.253586,1.0,117.0,0.0,117.0,17661.49486,0.25,0.0,0.166667,0.75,28,3,4500.0,17301.83238,931.618475,0.166667,12,5507
5216,3007.035526,1.0,209.02,209.02,0.0,2484.069695,0.25,0.25,0.0,0.75,24,4,6000.0,1285.267277,688.582671,0.0,12,5509
2624,2016.049201,1.0,1372.57,620.77,751.8,3806.758546,0.75,0.583333,0.416667,0.75,27,16,5500.0,3582.470327,615.990784,0.0,12,5511
8651,3553.326258,0.875,627.81,130.0,497.81,4863.883228,0.875,0.125,0.75,0.75,14,25,5000.0,891.259465,1026.828021,0.0,8,5513
985,2341.530186,1.0,1791.11,1244.47,546.64,3091.496553,1.0,0.833333,0.583333,0.75,19,22,5500.0,1409.686401,594.355607,0.0,12,5515
1129,3515.039029,1.0,2924.08,1385.29,1538.79,7867.732492,1.0,0.333333,1.0,0.75,31,85,4000.0,10693.27843,1886.056721,0.0,12,5517
6708,3536.601227,1.0,2132.93,959.1,1173.83,5340.016172,1.0,0.333333,1.0,0.75,20,74,11000.0,8251.146946,834.025674,0.0,12,5519
7578,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000.0,4589.873897,1876.262988,0.0,12,5521
8574,5066.461251,1.0,2274.21,1282.85,991.36,2854.551358,1.0,0.666667,1.0,0.75,23,60,5000.0,5174.255034,6174.387335,0.0,12,5523
989,8033.907466,1.0,159.0,159.0,0.0,3983.763805,0.083333,0.083333,0.0,0.75,24,1,9000.0,1620.868564,2568.327034,0.0,12,5525
2426,6105.102208,1.0,248.73,0.0,248.73,8554.169846,0.083333,0.0,0.083333,0.75,49,2,9000.0,1824.639869,2173.252529,0.0,12,5527
6771,2155.276706,1.0,66.0,66.0,0.0,5478.844017,0.083333,0.083333,0.0,0.75,30,1,5000.0,5100.05147,566.549873,0.083333,12,5529
4534,6384.360491,1.0,1856.84,1394.21,462.63,2144.180453,0.333333,0.333333,0.166667,0.75,26,19,7500.0,2275.686606,1485.827109,0.0,12,5531
5691,7190.047748,1.0,1549.61,1549.61,0.0,3269.100834,0.666667,0.666667,0.0,0.75,11,19,17500.0,1727.425472,1770.058766,0.0,12,5533
7995,724.614301,0.909091,1534.71,431.4,1103.31,1363.547989,0.666667,0.416667,0.5,0.75,26,18,1700.0,1809.593702,283.938453,0.090909,12,5535
7393,269.075434,1.0,4572.32,2727.37,1844.95,2935.973895,0.916667,0.583333,0.75,0.75,40,38,4000.0,6555.062784,170.22006,0.6,12,5537
6750,5698.539876,1.0,47.55,0.0,47.55,2039.52804,0.166667,0.0,0.166667,0.75,14,2,6000.0,2976.579866,3463.174962,0.0,12,5539
3092,1410.753575,1.0,588.85,399.85,189.0,1668.104809,0.583333,0.416667,0.25,0.75,23,13,4000.0,409.037304,379.58191,0.0,12,5541
1616,578.795795,0.545455,994.12,105.0,889.12,2578.563752,0.833333,0.166667,0.833333,0.75,31,12,2500.0,2369.347633,114.089533,0.0,12,5543
5616,4060.33426,1.0,1007.27,1007.27,0.0,2779.207967,0.833333,0.833333,0.0,0.75,23,23,9500.0,1348.99396,1492.995627,0.0,12,5545
1233,8884.816576,1.0,1233.58,1233.58,0.0,13674.24402,0.416667,0.416667,0.0,0.75,26,7,13000.0,5574.916601,4576.531483,0.0,12,5547
646,6512.478876,1.0,98.0,98.0,0.0,3320.07679,0.125,0.125,0.0,0.875,52,1,7000.0,1304.362846,1642.26745,0.0,8,5549
219,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,5551
8,3506.489102,1.0,0.0,0.0,0.0,4467.382055,0.0,0.0,0.0,1.0,11,0,5000.0,286.708354,628.484562,0.0,6,5553
800,7715.659048,1.0,0.0,0.0,0.0,6182.982033,0.0,0.0,0.0,1.0,62,0,11500.0,1777.003806,2412.544026,0.0,12,5555
1748,5481.738308,1.0,0.0,0.0,0.0,8896.92309,0.0,0.0,0.0,1.0,80,0,9000.0,13652.75432,1343.985397,0.0,12,5557
4857,3688.371995,1.0,0.0,0.0,0.0,10746.54538,0.0,0.0,0.0,1.0,63,0,7000.0,10906.06846,1059.881395,0.083333,12,5559
6539,2648.244646,1.0,0.0,0.0,0.0,10458.97815,0.0,0.0,0.0,1.0,123,0,4000.0,9818.531412,665.888853,0.0,12,5561
8094,4504.79334,1.0,0.0,0.0,0.0,4707.988554,0.0,0.0,0.0,1.0,34,0,7500.0,1786.385347,1086.360075,0.0,12,5563
5628,1780.188356,1.0,845.67,31.5,814.17,4137.170984,0.75,0.166667,0.583333,1.0,71,16,2500.0,3989.545295,566.947431,0.090909,12,5565
7677,6956.37654,1.0,11500.94,3091.01,8409.93,15133.53213,1.0,1.0,1.0,1.0,48,308,14000.0,20122.00545,1617.014574,0.166667,12,5567
2916,812.934042,1.0,50.0,50.0,0.0,2185.500596,0.142857,0.142857,0.0,1.0,16,1,3000.0,726.683966,127.843735,0.0,7,5569
2456,1133.090254,1.0,85.92,0.0,85.92,551.078807,0.583333,0.0,0.583333,1.0,13,7,1200.0,0.0,,0.0,12,5571
5097,7333.442833,1.0,320.8,0.0,320.8,9733.258025,0.833333,0.0,0.75,1.0,38,10,10000.0,2036.371171,2529.594963,0.0,12,5573
8894,1868.576501,1.0,1337.34,1294.84,42.5,3132.667468,0.833333,0.833333,0.166667,1.0,10,23,3000.0,3236.129237,384.230828,0.0,6,5575
1301,7268.70638,1.0,306.91,306.91,0.0,12702.4277,0.272727,0.272727,0.0,1.0,93,4,12000.0,3512.633784,2096.962594,0.0,11,5577
5195,5656.069801,1.0,362.36,362.36,0.0,7240.433194,0.25,0.25,0.0,1.25,12,2,8000.0,683.421497,2036.877611,0.0,8,5579
2,4613.570499,1.0,0.0,0.0,0.0,1728.341939,0.0,0.0,0.0,0.090909,1,0,6000.0,922.218961,1460.63522,0.0,11,5581
330,18.810493,0.363636,0.0,0.0,0.0,189.012877,0.0,0.0,0.0,0.090909,1,0,7500.0,714.958591,56.421314,1.0,11,5583
362,2579.635387,0.545455,0.0,0.0,0.0,6466.73381,0.0,0.0,0.0,0.090909,1,0,7000.0,1415.843333,2022.852618,0.0,11,5585
657,3509.710886,1.0,0.0,0.0,0.0,3448.87085,0.0,0.0,0.0,0.090909,1,0,6000.0,811.884107,833.953708,0.0,11,5587
816,229.878735,0.272727,0.0,0.0,0.0,928.309409,0.0,0.0,0.0,0.090909,1,0,3000.0,101.7826,203.285024,0.0,11,5589
1610,3625.207579,1.0,0.0,0.0,0.0,1274.199991,0.0,0.0,0.0,0.090909,1,0,6000.0,1009.287105,1431.909784,0.0,11,5591
1865,1411.914825,1.0,0.0,0.0,0.0,127.321884,0.0,0.0,0.0,0.090909,2,0,1500.0,259.780798,423.779107,0.0,11,5593
2390,1400.189725,1.0,0.0,0.0,0.0,48.568786,0.0,0.0,0.0,0.090909,1,0,1500.0,292.26428,636.964586,0.0,11,5595
3197,0.0,0.0,0.0,0.0,0.0,147.241855,0.0,0.0,0.0,0.090909,1,0,500.0,667.921811,,0.0,11,5597
3500,931.827906,0.545455,0.0,0.0,0.0,2937.591809,0.0,0.0,0.0,0.090909,1,0,3500.0,2995.213811,244.405201,0.25,11,5599
3679,2525.425787,1.0,0.0,0.0,0.0,2892.511237,0.0,0.0,0.0,0.090909,2,0,3000.0,683.769908,750.741405,0.0,11,5601
4070,1630.676858,1.0,0.0,0.0,0.0,275.166058,0.0,0.0,0.0,0.090909,1,0,1950.0,558.164261,495.630406,0.0,11,5603
4148,2.02217,0.181818,0.0,0.0,0.0,438.924394,0.0,0.0,0.0,0.090909,1,0,1200.0,1767.395484,87.32882,0.0,11,5605
4968,1648.721384,1.0,0.0,0.0,0.0,39.646806,0.0,0.0,0.0,0.090909,2,0,1800.0,357.836436,631.106468,0.0,11,5607
5414,933.150722,0.727273,0.0,0.0,0.0,1374.764359,0.0,0.0,0.0,0.090909,1,0,1500.0,360.729411,335.993476,0.0,11,5609
6012,1159.619047,0.909091,0.0,0.0,0.0,73.699863,0.0,0.0,0.0,0.090909,1,0,1200.0,192.970203,391.470419,0.0,11,5611
6453,888.023397,0.909091,0.0,0.0,0.0,252.318137,0.0,0.0,0.0,0.090909,3,0,1500.0,1734.981714,317.921967,0.181818,11,5613
6540,1540.879308,0.909091,0.0,0.0,0.0,154.550357,0.0,0.0,0.0,0.090909,1,0,4000.0,720.558343,334.635642,0.0,11,5615
6920,1199.66533,1.0,0.0,0.0,0.0,366.121216,0.0,0.0,0.0,0.090909,2,0,1200.0,552.261569,544.688317,0.0,11,5617
7954,5055.582822,1.0,0.0,0.0,0.0,3435.737817,0.0,0.0,0.0,0.090909,1,0,9000.0,6918.272206,1035.039239,0.0,11,5619
8360,834.789126,1.0,0.0,0.0,0.0,207.027078,0.0,0.0,0.0,0.090909,2,0,13500.0,717.257211,233.199801,0.0,11,5621
5000,315.388131,1.0,467.35,40.0,427.35,213.301381,1.0,0.090909,0.909091,0.090909,3,12,1000.0,329.764112,199.424526,0.1,11,5623
8596,870.882167,1.0,1976.5,1276.5,700.0,146.371963,1.0,0.545455,0.727273,0.090909,1,18,1500.0,467.583907,302.185679,0.0,11,5625
2722,2856.473263,1.0,1200.0,1200.0,0.0,1710.323236,0.090909,0.090909,0.0,0.090909,3,1,3000.0,0.0,,0.0,11,5627
3202,4461.155061,1.0,190.0,190.0,0.0,454.804237,0.090909,0.090909,0.0,0.090909,1,1,5000.0,1240.620735,1818.377046,0.0,11,5629
4963,63.524092,1.0,145.7,145.7,0.0,493.123696,0.090909,0.090909,0.0,0.090909,1,2,1500.0,607.546663,76.750324,0.0,11,5631
6072,748.264608,0.818182,808.99,808.99,0.0,169.529717,0.090909,0.090909,0.0,0.090909,5,1,1000.0,171.734804,252.640741,0.0,11,5633
3811,5705.19862,0.909091,942.68,942.68,0.0,2432.714654,0.181818,0.181818,0.0,0.090909,2,2,9000.0,10909.20512,2007.753774,0.0,11,5635
1594,826.344973,1.0,108.4,0.0,108.4,950.872647,0.363636,0.0,0.363636,0.090909,1,4,1000.0,2068.816672,276.536946,0.090909,11,5637
7014,349.086448,0.818182,2569.94,2569.94,0.0,186.415123,0.363636,0.363636,0.0,0.090909,1,8,5000.0,3362.877104,164.400313,0.714286,11,5639
7267,304.945628,1.0,2788.81,2788.81,0.0,266.383091,0.727273,0.727273,0.0,0.090909,6,22,4000.0,2803.353036,130.626533,0.714286,11,5641
2617,534.168335,0.909091,3916.8,2170.37,1746.43,107.838419,0.909091,0.636364,0.545455,0.090909,1,60,3000.0,3291.567762,144.195071,0.571429,11,5643
8042,1197.052656,1.0,298.51,97.5,201.01,1362.13765,0.636364,0.090909,0.454545,0.090909,2,8,1700.0,2048.896136,486.579542,0.111111,11,5645
4050,164.684836,1.0,622.9,622.9,0.0,464.882608,0.545455,0.545455,0.0,0.090909,1,7,3000.0,825.929531,171.750543,0.1,11,5647
5995,817.793943,1.0,478.28,189.03,289.25,945.547556,0.545455,0.181818,0.363636,0.090909,1,7,2400.0,635.314875,259.501896,0.0,11,5649
195,348.321822,1.0,0.0,0.0,0.0,178.138151,0.0,0.0,0.0,0.181818,2,0,500.0,142.741177,195.413588,0.0,11,5651
1446,989.993863,0.909091,0.0,0.0,0.0,1110.807913,0.0,0.0,0.0,0.181818,7,0,1200.0,240.088742,283.359039,0.0,11,5653
1519,3170.537693,0.909091,0.0,0.0,0.0,1161.103112,0.0,0.0,0.0,0.181818,2,0,3500.0,547.23924,1111.251287,0.0,11,5655
2453,1619.001848,0.363636,0.0,0.0,0.0,4892.793928,0.0,0.0,0.0,0.181818,3,0,5000.0,368.653175,403.883591,0.0,11,5657
3408,1084.649802,1.0,0.0,0.0,0.0,708.865975,0.0,0.0,0.0,0.181818,10,1,1500.0,973.731202,252.062796,0.0,11,5659
4104,1344.353594,1.0,0.0,0.0,0.0,661.025022,0.0,0.0,0.0,0.181818,3,0,1500.0,266.795469,456.289689,0.0,11,5661
5053,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,5663
5413,147.527826,0.727273,0.0,0.0,0.0,291.423252,0.0,0.0,0.0,0.181818,3,0,1200.0,114.87215,198.55418,0.0,11,5665
5967,2255.408224,0.909091,0.0,0.0,0.0,2705.839993,0.0,0.0,0.0,0.181818,3,0,3000.0,504.262605,569.631323,0.0,11,5667
6063,1031.037548,1.0,0.0,0.0,0.0,1117.043527,0.0,0.0,0.0,0.181818,8,0,1200.0,157.740697,2021.959242,0.0,11,5669
6196,312.197634,0.181818,0.0,0.0,0.0,5104.121726,0.0,0.0,0.0,0.181818,8,0,8000.0,0.0,,0.0,11,5671
6799,3414.780266,1.0,0.0,0.0,0.0,8264.603438,0.0,0.0,0.0,0.181818,9,0,9000.0,718.95107,1160.439791,0.0,11,5673
7414,1288.895823,0.727273,0.0,0.0,0.0,3233.145994,0.0,0.0,0.0,0.181818,3,0,3500.0,4919.065431,409.279112,0.285714,11,5675
354,3099.551098,1.0,69.8,69.8,0.0,2317.754635,0.090909,0.090909,0.0,0.181818,2,1,7000.0,4393.869532,1056.774188,0.090909,11,5677
6044,475.229863,1.0,126.03,126.03,0.0,452.857459,0.090909,0.090909,0.0,0.181818,2,1,1200.0,476.74593,186.404421,0.0,11,5679
2321,2431.019916,0.818182,729.82,729.82,0.0,2555.909872,0.181818,0.181818,0.0,0.181818,13,4,3500.0,46.969049,18924.00199,0.0,11,5681
6308,999.528562,1.0,662.98,583.0,79.98,495.595993,0.363636,0.363636,0.090909,0.181818,2,8,1400.0,691.407037,676.34902,0.0,11,5683
4580,1931.8739,0.909091,477.7,50.0,427.7,2212.17081,0.909091,0.090909,0.818182,0.181818,3,11,2500.0,606.416101,1214.818774,0.0,11,5685
2773,2583.654027,0.909091,667.39,214.53,452.86,389.261392,0.636364,0.181818,0.545455,0.181818,6,12,6000.0,572.759229,883.618787,0.0,11,5687
7559,2134.513436,1.0,733.35,78.6,654.75,5716.149236,0.818182,0.181818,0.818182,0.181818,7,11,3000.0,6801.933334,1017.637027,0.090909,11,5689
314,865.137568,1.0,149.0,0.0,149.0,1052.459725,0.272727,0.0,0.181818,0.181818,2,3,1200.0,643.503303,248.667131,0.0,11,5691
828,2071.736764,0.909091,0.0,0.0,0.0,199.214973,0.0,0.0,0.0,0.363636,4,0,2100.0,553.00439,570.229181,0.0,11,5693
3191,4506.810924,1.0,0.0,0.0,0.0,312.118407,0.0,0.0,0.0,0.363636,7,0,5000.0,1194.027733,1726.574128,0.0,11,5695
3629,1829.837678,1.0,0.0,0.0,0.0,853.585813,0.0,0.0,0.0,0.363636,6,0,2000.0,383.433012,387.526832,0.0,11,5697
4696,1218.208868,0.818182,0.0,0.0,0.0,4467.667258,0.0,0.0,0.0,0.363636,12,0,2500.0,3341.009938,385.307674,0.0,11,5699
7676,1535.201834,1.0,0.0,0.0,0.0,232.041978,0.0,0.0,0.0,0.363636,7,0,2450.0,358.002324,454.553502,0.0,11,5701
7847,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,5703
6498,1653.400854,1.0,100.0,100.0,0.0,2031.677435,0.090909,0.090909,0.0,0.363636,13,1,2000.0,575.557594,432.92103,0.0,11,5705
613,1456.530313,0.909091,210.09,128.4,81.69,1785.86516,0.363636,0.363636,0.272727,0.363636,26,9,2000.0,423.100779,628.099733,0.0,11,5707
5435,720.995394,0.909091,547.46,457.46,90.0,455.540479,0.909091,0.636364,0.454545,0.363636,13,23,900.0,315.918387,544.286252,0.0,11,5709
621,3183.529482,1.0,386.12,386.12,0.0,3715.643596,0.636364,0.636364,0.0,0.363636,7,9,4000.0,4441.185925,752.309324,0.0,11,5711
350,507.076999,0.857143,0.0,0.0,0.0,1391.140391,0.0,0.0,0.0,0.142857,2,0,1500.0,2104.053736,257.650259,0.25,7,5713
675,525.143055,0.571429,0.0,0.0,0.0,1019.874229,0.0,0.0,0.0,0.142857,4,0,1200.0,200.10608,130.9144,0.0,7,5715
1826,1202.869845,1.0,0.0,0.0,0.0,1408.583789,0.0,0.0,0.0,0.142857,1,0,1500.0,388.040315,182.935266,0.0,7,5717
2181,2578.733343,1.0,0.0,0.0,0.0,2601.723396,0.0,0.0,0.0,0.142857,2,0,3000.0,312.16358,356.580899,0.0,7,5719
3362,231.983056,0.571429,0.0,0.0,0.0,1434.138511,0.0,0.0,0.0,0.142857,1,0,1500.0,2456.797947,85.271802,0.5,7,5721
3668,2.307336,0.142857,0.0,0.0,0.0,28.443974,0.0,0.0,0.0,0.142857,1,0,3000.0,0.0,,0.0,7,5723
5030,592.171152,1.0,0.0,0.0,0.0,1058.554385,0.0,0.0,0.0,0.142857,3,0,1800.0,216.539488,124.816467,0.142857,7,5725
5659,4302.771935,0.857143,0.0,0.0,0.0,5875.404159,0.0,0.0,0.0,0.142857,5,0,6000.0,384.040295,1966.521666,0.0,7,5727
6021,644.987222,0.714286,0.0,0.0,0.0,1059.025424,0.0,0.0,0.0,0.142857,3,0,1200.0,148.120171,132.494842,0.0,7,5729
6605,253.143106,0.142857,0.0,0.0,0.0,3351.385591,0.0,0.0,0.0,0.142857,3,0,5000.0,0.0,,0.0,7,5731
6861,770.11922,0.857143,0.0,0.0,0.0,1085.168416,0.0,0.0,0.0,0.142857,1,0,2500.0,64.429192,229.94082,0.0,7,5733
7686,0.006651,0.142857,0.0,0.0,0.0,164.137866,0.0,0.0,0.0,0.142857,1,0,1200.0,5.070726,,0.0,7,5735
8332,1516.44717,1.0,0.0,0.0,0.0,2817.911587,0.0,0.0,0.0,0.142857,1,0,6000.0,4161.937341,297.615348,0.285714,7,5737
20,2610.433432,1.0,512.5,0.0,512.5,2771.850961,1.0,0.0,0.857143,0.142857,6,11,3000.0,691.600531,741.985756,0.0,7,5739
3639,1117.594403,1.0,291.62,0.0,291.62,1596.771919,1.0,0.0,0.857143,0.142857,2,7,2000.0,74.055925,382.846205,0.0,7,5741
6149,2150.940844,1.0,1105.74,0.0,1105.74,2220.336732,1.0,0.0,0.857143,0.142857,7,13,2500.0,631.429223,2825.419309,0.0,7,5743
453,2677.842539,1.0,149.8,149.8,0.0,2838.173232,0.142857,0.142857,0.0,0.142857,13,1,3000.0,0.0,,0.0,7,5745
1000,403.311321,0.857143,208.0,208.0,0.0,438.543672,0.142857,0.142857,0.0,0.142857,1,1,4000.0,39.576673,133.729514,0.0,7,5747
4617,133.957441,0.571429,128.5,0.0,128.5,357.492328,0.142857,0.0,0.142857,0.142857,2,1,1500.0,507.934017,37.947135,0.0,7,5749
7947,1191.014802,1.0,590.8,590.8,0.0,1040.908414,0.142857,0.142857,0.0,0.142857,3,3,3000.0,476.484106,165.145689,0.0,7,5751
4800,880.18183,1.0,58.4,0.0,58.4,192.159314,0.285714,0.0,0.285714,0.142857,1,2,2000.0,132.494364,152.279898,0.0,7,5753
3056,1648.217916,0.857143,250.0,0.0,250.0,1822.194082,0.571429,0.0,0.428571,0.142857,2,8,3000.0,249.96881,352.00023,0.0,7,5755
4847,379.288635,0.714286,550.0,50.0,500.0,388.81823,0.571429,0.142857,0.571429,0.142857,2,6,500.0,509.404913,531.98821,0.0,7,5757
6242,1109.366186,1.0,348.78,348.78,0.0,46.656862,0.714286,0.714286,0.0,0.142857,1,9,1200.0,438.733395,590.202893,0.0,7,5759
7917,919.799915,0.857143,320.01,69.0,251.01,1056.477112,0.857143,0.142857,0.714286,0.142857,3,7,1200.0,195.595593,673.698985,0.0,7,5761
280,2740.65886,0.857143,0.0,0.0,0.0,3915.423824,0.0,0.0,0.0,0.285714,5,0,4000.0,326.001211,740.016026,0.0,7,5763
1417,215.015895,0.285714,0.0,0.0,0.0,1034.617513,0.0,0.0,0.0,0.285714,4,0,1500.0,0.0,,0.0,7,5765
3089,502.399014,0.428571,0.0,0.0,0.0,1392.472408,0.0,0.0,0.0,0.285714,4,0,1500.0,0.0,,0.0,7,5767
3681,1019.135688,1.0,0.0,0.0,0.0,1153.912092,0.0,0.0,0.0,0.285714,3,0,1200.0,114.172744,370.212719,0.0,7,5769
4334,617.597272,0.714286,0.0,0.0,0.0,1080.735496,0.0,0.0,0.0,0.285714,9,0,1200.0,111.579389,180.970792,0.0,7,5771
5714,2246.21264,1.0,0.0,0.0,0.0,2561.494053,0.0,0.0,0.0,0.285714,4,0,4500.0,434.927101,330.293724,0.0,7,5773
6951,912.912728,0.857143,0.0,0.0,0.0,1563.920556,0.0,0.0,0.0,0.285714,9,0,1500.0,212.084925,331.487123,0.0,7,5775
8944,8.404256,0.857143,0.0,0.0,0.0,132.266653,0.0,0.0,0.0,0.285714,3,0,2500.0,206.851966,24.421074,0.25,7,5777
7195,1333.896193,1.0,233.31,0.0,233.31,1432.955059,1.0,0.0,0.857143,0.285714,3,7,1500.0,310.700827,298.330185,0.0,7,5779
6007,1016.496072,1.0,64.82,64.82,0.0,994.182547,0.142857,0.142857,0.0,0.285714,8,1,1200.0,74.543258,289.569906,0.0,7,5781
1910,920.529926,0.857143,462.33,462.33,0.0,1065.754951,0.571429,0.571429,0.0,0.285714,3,11,1200.0,514.839542,318.922693,0.0,7,5783
5147,657.223335,0.857143,1151.91,615.85,536.06,442.688396,0.714286,0.285714,0.571429,0.285714,2,13,1000.0,632.225833,350.841821,0.2,7,5785
1611,1245.654818,0.714286,626.56,626.56,0.0,1658.285219,0.428571,0.428571,0.0,0.285714,6,8,2500.0,249.873228,274.369204,0.0,7,5787
338,445.146763,0.857143,2118.54,950.19,1168.35,203.910421,0.857143,0.714286,0.714286,0.285714,3,27,1000.0,1443.057787,229.489434,0.4,7,5789
1659,2042.585017,0.857143,498.96,0.0,498.96,2364.540395,0.857143,0.0,0.714286,0.285714,5,9,2500.0,414.718951,1517.202791,0.0,7,5791
45,1002.791997,1.0,0.0,0.0,0.0,234.105509,0.0,0.0,0.0,0.083333,3,0,1200.0,239.80734,225.238271,0.0,12,5793
58,4028.315428,1.0,0.0,0.0,0.0,275.691831,0.0,0.0,0.0,0.083333,1,0,4500.0,892.224219,1572.219063,0.0,12,5795
68,2689.040221,1.0,0.0,0.0,0.0,2928.671045,0.0,0.0,0.0,0.083333,2,0,9000.0,854.431761,681.959088,0.0,12,5797
125,71.310815,0.090909,0.0,0.0,0.0,1849.578078,0.0,0.0,0.0,0.083333,1,0,6000.0,0.0,,0.0,12,5799
